0.000000000000000000e+00,1.209999999999999964e+00,2.471999999999999975e+00,2.729000000000000092e+00,3.775999999999999801e+00,4.219999999999999751e+00,4.128999999999999559e+00,3.701999999999999957e+00,6.783999999999999808e+00,4.641000000000000014e+00,5.844999999999999751e+00,5.700000000000000178e+00,5.451999999999999957e+00,5.749500000000000277e+00,4.717999999999999972e+00,6.221000000000000085e+00,5.948000000000000398e+00,6.334999999999999964e+00,6.363999999999999879e+00,6.211000000000000298e+00
1.209999999999999964e+00,0.000000000000000000e+00,1.262000000000000011e+00,1.519000000000000128e+00,2.565999999999999837e+00,3.009999999999999787e+00,2.918999999999999595e+00,2.491999999999999993e+00,5.573999999999999844e+00,3.430999999999999606e+00,4.634999999999999787e+00,4.490000000000000213e+00,4.241999999999999993e+00,4.539499999999999424e+00,3.508000000000000007e+00,5.011000000000000121e+00,4.737999999999999545e+00,5.125000000000000000e+00,5.153999999999999915e+00,5.001000000000000334e+00
2.471999999999999975e+00,1.262000000000000011e+00,0.000000000000000000e+00,2.570000000000000062e-01,3.827999999999999847e+00,3.623000000000000220e+00,3.532000000000000028e+00,1.229999999999999982e+00,6.187000000000000277e+00,4.044000000000000483e+00,5.248000000000000220e+00,5.103000000000000647e+00,4.855000000000000426e+00,4.214999999999999858e+00,2.245999999999999996e+00,4.968999999999999417e+00,3.475999999999999979e+00,5.508999999999999453e+00,4.825999999999999623e+00,3.738999999999999879e+00
2.729000000000000092e+00,1.519000000000000128e+00,2.570000000000000062e-01,0.000000000000000000e+00,4.084999999999999964e+00,3.880000000000000338e+00,3.789000000000000146e+00,1.487000000000000099e+00,6.443999999999999950e+00,4.301000000000000156e+00,5.504999999999999893e+00,5.360000000000000320e+00,5.112000000000000099e+00,4.472000000000000419e+00,2.503000000000000114e+00,5.225999999999999979e+00,3.733000000000000096e+00,5.766000000000000014e+00,5.083000000000000185e+00,3.996000000000000441e+00
3.775999999999999801e+00,2.565999999999999837e+00,3.827999999999999847e+00,4.084999999999999964e+00,0.000000000000000000e+00,4.439999999999999503e-01,3.529999999999999805e-01,2.655000000000000249e+00,3.008000000000000007e+00,8.649999999999999911e-01,2.068999999999999950e+00,1.924000000000000155e+00,1.676000000000000156e+00,1.973500000000000032e+00,3.671000000000000263e+00,2.445000000000000284e+00,2.712499999999999911e+00,2.559000000000000163e+00,2.588000000000000078e+00,3.112499999999999822e+00
4.219999999999999751e+00,3.009999999999999787e+00,3.623000000000000220e+00,3.880000000000000338e+00,4.439999999999999503e-01,0.000000000000000000e+00,9.099999999999999756e-02,2.393000000000000238e+00,2.564000000000000057e+00,4.209999999999999853e-01,1.625000000000000000e+00,1.479999999999999982e+00,1.231999999999999984e+00,1.529500000000000082e+00,3.409000000000000252e+00,2.000999999999999890e+00,2.268499999999999961e+00,2.115000000000000213e+00,2.143999999999999684e+00,2.668499999999999872e+00
4.128999999999999559e+00,2.918999999999999595e+00,3.532000000000000028e+00,3.789000000000000146e+00,3.529999999999999805e-01,9.099999999999999756e-02,0.000000000000000000e+00,2.302000000000000046e+00,2.654999999999999805e+00,5.120000000000000107e-01,1.715999999999999970e+00,1.570999999999999952e+00,1.322999999999999954e+00,1.620500000000000052e+00,3.318000000000000060e+00,2.092000000000000082e+00,2.359500000000000153e+00,2.205999999999999961e+00,2.234999999999999876e+00,2.759500000000000064e+00
3.701999999999999957e+00,2.491999999999999993e+00,1.229999999999999982e+00,1.487000000000000099e+00,2.655000000000000249e+00,2.393000000000000238e+00,2.302000000000000046e+00,0.000000000000000000e+00,4.956999999999999851e+00,2.814000000000000057e+00,4.017999999999999794e+00,3.873000000000000220e+00,3.625000000000000000e+00,2.984999999999999876e+00,1.016000000000000014e+00,3.739000000000000323e+00,2.245999999999999996e+00,4.279000000000000803e+00,3.596000000000000529e+00,2.509000000000000341e+00
6.783999999999999808e+00,5.573999999999999844e+00,6.187000000000000277e+00,6.443999999999999950e+00,3.008000000000000007e+00,2.564000000000000057e+00,2.654999999999999805e+00,4.956999999999999851e+00,0.000000000000000000e+00,2.142999999999999794e+00,9.389999999999999458e-01,1.083999999999999853e+00,1.331999999999999851e+00,2.866000000000000103e+00,4.823999999999999844e+00,2.100999999999999979e+00,3.604999999999999982e+00,1.718999999999999861e+00,2.243999999999999773e+00,3.330999999999999961e+00
4.641000000000000014e+00,3.430999999999999606e+00,4.044000000000000483e+00,4.301000000000000156e+00,8.649999999999999911e-01,4.209999999999999853e-01,5.120000000000000107e-01,2.814000000000000057e+00,2.142999999999999794e+00,0.000000000000000000e+00,1.204000000000000181e+00,1.059000000000000163e+00,8.110000000000000542e-01,1.108500000000000041e+00,3.077500000000000124e+00,1.580000000000000071e+00,1.847500000000000142e+00,1.694000000000000172e+00,1.723000000000000087e+00,2.247500000000000053e+00
5.844999999999999751e+00,4.634999999999999787e+00,5.248000000000000220e+00,5.504999999999999893e+00,2.068999999999999950e+00,1.625000000000000000e+00,1.715999999999999970e+00,4.017999999999999794e+00,9.389999999999999458e-01,1.204000000000000181e+00,0.000000000000000000e+00,1.449999999999999900e-01,3.930000000000000160e-01,1.927000000000000046e+00,3.884999999999999787e+00,1.161999999999999922e+00,2.665999999999999925e+00,7.800000000000000266e-01,1.304999999999999938e+00,2.391999999999999904e+00
