0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.21,0,1,0,0,0,2.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.262,0,0.257,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.378,0.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.566,0,0,0,0.378,0,0,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.464,0,0,0.091,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.353,0.091,0,2.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.23,0,0,0,0,2.302,0,0,0,0,0,0,0,1.016,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.939,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0.811,1.1085,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.939,0,0,0.145,0,0,0,0.862,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0.248,0,0,0,0,0,0.635,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.811,0,0.248,0,0,0,0,0.769,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.1085,0,0,0,0,0,0,0.765,0.739,0,0,0,0
0,0,0,0,0,0,0,0,0,1.016,0,0,0,0,0,0,0,0,0,1.23,0,0,1.493,0
0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,0,0.628,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0.765,0,0,0,0,0,0.143,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,1.23,0,0,0,0,0,0.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.635,0,0,0,0.628,0,0,0,0.683,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.683,0,0,0.906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.493,0,0,0.4,0,0,0,0.181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906,0.181,0
