iteration,fitness,machines running,walkingpath
12,39.762499999999989,1,"[[0, 1, 2, 3, 4, 3, 2, 1, 6, 8, 7, 11, 14, 13, 12, 17, 20, 13, 12, 10, 12, 17, 20, 21, 18, 15, 19, 22, 23, 21, 18, 14, 13, 20, 21, 23, 22, 16, 9, 16, 19, 22, 16, 19, 15, 11, 7, 5, 6, 8, 9, 3, 4, 3, 2, 1, 0]]"
15,31.80350000000001,1,"[[0, 1, 6, 8, 9, 16, 22, 23, 21, 18, 15, 19, 22, 23, 21, 20, 17, 12, 13, 14, 18, 21, 20, 13, 12, 10, 12, 13, 14, 11, 7, 8, 6, 5, 7, 8, 7, 11, 15, 19, 16, 9, 3, 4, 3, 2, 1, 0]]"
