"lat","lon"
61.0441589355469,28.0263595581055
61.0442695617676,28.0271091461182
61.0442695617676,28.0272598266602
61.044246673584,28.0274085998535
61.0439796447754,28.0281791687012
61.043758392334,28.0290794372559
61.0433387756348,28.0313091278076
61.0431900024414,28.0319290161133
61.04296875,28.0326900482178
61.0426788330078,28.0334300994873
61.0423698425293,28.0339889526367
61.0418167114258,28.0347690582275
61.0401077270508,28.0370693206787
61.0395088195801,28.0380897521973
61.0383987426758,28.0406284332275
61.0374298095703,28.0428886413574
61.0374183654785,28.0429286956787
61.0375366210938,28.0430183410645
61.0376091003418,28.0430297851562
61.037670135498,28.042989730835
61.0377502441406,28.0428791046143
61.0378799438477,28.0425586700439
61.0380172729492,28.0422801971436
61.0381393432617,28.0421199798584
61.0382270812988,28.0420589447021
61.0383682250977,28.042049407959
61.0384788513184,28.0420894622803
61.0387802124023,28.0423583984375
61.0390586853027,28.0425987243652
61.0396385192871,28.0428695678711
61.0398368835449,28.0428791046143
61.0401382446289,28.0428085327148
61.0402488708496,28.0427799224854
61.0405197143555,28.0427799224854
61.0407981872559,28.0428485870361
61.0416488647461,28.043249130249
61.0418167114258,28.0432796478271
61.0419998168945,28.0432186126709
61.0420875549316,28.0431594848633
61.0421676635742,28.0430488586426
61.0422668457031,28.0428791046143
61.0424194335938,28.0425586700439
61.042537689209,28.0423583984375
61.0426788330078,28.0422191619873
61.0429267883301,28.0421295166016
61.0432968139648,28.0419101715088
61.043399810791,28.0419597625732
61.0434989929199,28.0420589447021
61.0436172485352,28.042308807373
61.0437393188477,28.042459487915
61.0439872741699,28.0425987243652
61.0442390441895,28.0427589416504
61.044677734375,28.0434989929199
61.0449371337891,28.0440998077393
61.0450096130371,28.0443687438965
61.0450592041016,28.0446586608887
61.0450782775879,28.0450096130371
61.0449981689453,28.0452995300293
61.0448379516602,28.0457897186279
61.0447998046875,28.0460987091064
61.0448188781738,28.0462284088135
61.044849395752,28.0463199615479
61.0449295043945,28.046459197998
61.045238494873,28.0467300415039
61.0464668273926,28.0476989746094
61.0467071533203,28.0479297637939
61.0467987060547,28.0480690002441
61.0468673706055,28.0482292175293
61.0469398498535,28.0484600067139
61.0470771789551,28.0491695404053
61.0472297668457,28.050199508667
61.0472679138184,28.0509300231934
61.0472679138184,28.0518894195557
61.0473480224609,28.0541191101074
61.0473785400391,28.0545501708984
61.0473899841309,28.0549392700195
61.0474472045898,28.0556392669678
61.0475196838379,28.0560894012451
61.0475387573242,28.0562000274658
61.0476875305176,28.0567989349365
61.048210144043,28.0584888458252
61.0484275817871,28.0592288970947
61.0484886169434,28.0594501495361
61.0491485595703,28.0613498687744
61.0498275756836,28.0627784729004
61.0504379272461,28.0637893676758
61.0515480041504,28.0654697418213
61.0519371032715,28.0660190582275
61.0520286560059,28.0661087036133
61.0522270202637,28.0662784576416
61.0522499084473,28.066198348999
61.0522499084473,28.066198348999
61.052490234375,28.0646095275879
61.0525894165039,28.0641593933105
61.0526580810547,28.0639896392822
61.0531768798828,28.0632286071777
61.0536270141602,28.064489364624
61.0537490844727,28.0647888183594
61.0538597106934,28.0649490356445
61.054027557373,28.0651397705078
61.054328918457,28.0654487609863
61.054328918457,28.0654487609863
61.0544700622559,28.0655994415283
61.0542984008789,28.0662784576416
61.0541000366211,28.0668888092041
61.0539169311523,28.0672492980957
61.0535697937012,28.067798614502
61.0530586242676,28.0685291290283
61.0528869628906,28.0689086914062
61.0527381896973,28.069408416748
61.0525970458984,28.0701484680176
61.0525398254395,28.0708484649658
61.0525398254395,28.0711898803711
61.0525398254395,28.0714797973633
61.0525779724121,28.0716495513916
61.0525894165039,28.0722999572754
61.0525093078613,28.0722999572754
61.0525093078613,28.0729293823242
61.0525169372559,28.0737190246582
61.052547454834,28.073860168457
61.0525588989258,28.0744686126709
61.052619934082,28.0763702392578
61.0527687072754,28.079158782959
61.0528297424316,28.0793495178223
61.052848815918,28.0800590515137
61.052848815918,28.0800590515137
61.0528793334961,28.0807399749756
61.052848815918,28.0809192657471
61.0529479980469,28.0826301574707
61.0530395507812,28.0835990905762
61.053150177002,28.0845699310303
61.053337097168,28.0854988098145
61.0535888671875,28.0864391326904
61.0537986755371,28.0872001647949
61.0541076660156,28.0880699157715
61.0545082092285,28.0892601013184
61.0546379089355,28.0898494720459
61.0547790527344,28.091739654541
61.0547790527344,28.0933589935303
61.0547790527344,28.0941390991211
61.0547981262207,28.0941390991211
61.0547981262207,28.0941390991211
61.0552597045898,28.0941696166992
61.0563201904297,28.0941696166992
61.0564994812012,28.0940284729004
61.0569381713867,28.0936088562012
61.0569686889648,28.0935897827148
61.0571594238281,28.0933799743652
61.0574569702148,28.0930995941162
61.0579681396484,28.092658996582
61.0581588745117,28.0924892425537
61.0581588745117,28.0924892425537
61.0579681396484,28.0915985107422
61.0577201843262,28.0901985168457
61.0576171875,28.0888500213623
61.057788848877,28.0887088775635
61.0579681396484,28.0884990692139
61.058277130127,28.0879592895508
61.058349609375,28.0878887176514
61.0584678649902,28.0878200531006
61.0586700439453,28.0877590179443
61.0598487854004,28.0872592926025
61.0598182678223,28.0870494842529
61.0596885681152,28.0864887237549
61.0599670410156,28.0864696502686
61.0602493286133,28.0864391326904
61.0602684020996,28.0864200592041
61.0602874755859,28.0863494873047
61.0603294372559,28.0856094360352
61.0604972839355,28.0845699310303
61.0605697631836,28.0841293334961
61.0605888366699,28.083869934082
61.0605888366699,28.0836200714111
61.0605583190918,28.0834693908691
61.060417175293,28.0830593109131
61.0604972839355,28.0829296112061
61.0605697631836,28.0827884674072
61.0606384277344,28.0825386047363
61.0609474182129,28.0812492370605
61.0609703063965,28.0810298919678
61.0609588623047,28.0807094573975
61.0609397888184,28.0803489685059
61.0609397888184,28.0803489685059
61.0609588623047,28.0807094573975
61.0609703063965,28.0810298919678
61.0609474182129,28.0812492370605
61.0608978271484,28.0814800262451
61.0605697631836,28.0827884674072
61.060417175293,28.0830593109131
